A,B,C,D,E,F
10.9480,8.4478,-2.0454,-1.4984,-0.1120,11.0220
8.9885,-2.1717,10.3920,9.5688,8.8747,1.1670
1.1622,0.8180,7.8926,11.5350,10.1110,-1.7831
10.4580,1.0209,1.2781,-1.7746,-0.1287,-2.5854
10.2550,-2.9804,0.6893,5.2583,14.1650,7.2805
8.0761,-2.7749,9.3384,12.0450,10.0650,11.0580
8.7345,12.4300,10.5860,9.1022,2.4868,9.2776
12.0550,-0.6539,8.7649,10.7770,2.3284,9.9460
11.4250,10.9560,10.4760,10.0830,10.0030,-0.1933
-3.3015,7.2014,0.6507,8.4123,2.3643,1.2968
11.3690,0.1717,-0.3915,-1.1443,9.8198,-0.3308
-2.3299,8.2486,10.7990,10.1810,-0.4938,14.2800
9.2105,2.0935,-1.4253,9.7669,9.6952,8.6944
10.7610,-0.2384,-0.1824,8.4958,0.2634,10.5220
10.2860,10.4460,-1.5395,10.3510,0.0164,8.7538
11.2340,9.6771,10.3360,10.4120,9.7946,-0.5620
10.5540,-2.8243,0.2303,0.8921,11.4550,1.5824
8.3497,9.9357,2.8412,9.9251,10.6250,-0.2023
-0.4738,0.6401,1.5823,10.3100,2.6306,10.4420
2.3779,3.2184,-0.8819,11.4450,0.9852,9.4753
12.0160,-0.3293,10.2840,9.7335,10.3740,7.7912
9.0416,-1.3952,11.0860,10.9290,9.9695,0.7791
11.3460,2.4109,12.4450,2.4196,-2.2390,1.2586
-1.5319,1.0471,2.0957,1.0006,-1.0287,8.7452
-2.2874,-0.9501,13.8810,9.0384,-0.5495,9.3916
11.9490,10.0630,11.1650,8.5923,1.9795,9.2843
8.5163,8.7402,10.9820,1.3573,1.2206,-0.5716
13.4830,12.9200,-1.1504,0.3548,-2.1052,11.9300
-1.6115,0.3322,-1.5344,10.6880,6.6005,12.4000
0.7648,8.3477,-0.7862,0.6790,-0.7437,9.0500
9.2321,8.6840,9.1548,1.2666,6.3342,1.2887
1.2382,9.5770,-0.9015,9.8753,2.5880,11.5170
1.1514,-0.9843,12.9680,10.9710,12.0790,-1.4085
-0.0426,11.1440,-1.5120,-0.2735,11.0610,9.6828
11.1700,0.0492,11.9650,0.8120,11.1610,9.2639
-2.1206,-1.8875,-0.2410,1.1724,-0.2644,8.9150
12.1310,8.1267,9.6443,8.1663,-1.0284,-5.0871
11.9780,10.5090,0.5222,9.1270,-0.9611,-0.3111
0.3598,0.0371,10.4650,9.9702,-1.2651,9.8072
-0.2485,11.4640,-0.1267,7.8942,1.8660,9.1262
10.2060,9.3757,0.2962,11.0340,10.2660,-1.7266
0.9533,-0.0449,2.5402,-0.5330,-0.3483,12.6470
1.7937,-1.5344,0.0046,0.3205,11.4500,3.3537
-0.1202,1.9483,0.1152,8.4911,6.9096,0.3415
11.7160,9.0966,-1.2923,1.5738,-1.0477,-1.2463
11.3340,-0.4471,-1.8752,-0.7964,11.5170,-0.2193
1.6384,6.5482,0.7919,-0.4726,2.0065,1.3405
-1.4031,8.0463,-1.8564,0.4225,7.5422,9.7609
10.3210,1.8142,-1.3628,8.7049,-0.2262,9.0241
7.8892,9.6758,9.1435,0.9979,-0.2687,10.7280
9.0685,-0.2462,10.1400,11.1320,12.3270,0.0294
9.9026,10.6030,4.1146,1.4350,-0.3090,10.9650
1.7100,11.6610,-0.7885,-0.1851,11.7260,10.3650
10.8860,-2.0940,1.1221,9.3974,-1.2947,-0.6633
1.3852,-0.7124,8.5947,10.1510,8.8102,12.2020
-0.7305,9.1260,0.3095,1.6825,10.5900,10.9830
8.3424,10.4500,-2.1282,8.9225,-3.7078,-0.9169
-1.6874,11.7390,-2.2447,8.9849,9.3116,9.8182
10.3990,-0.6221,-1.4464,0.5420,0.3920,12.1250
-1.0321,11.3300,-0.6282,1.8018,0.5195,9.0692
8.5296,1.5288,10.8150,-1.2582,9.2369,-0.0635
12.8060,10.4710,0.3079,7.3794,11.3380,-2.0871
0.1313,1.2219,10.2820,-0.5401,12.0380,10.7630
10.6150,-1.7622,-0.0867,8.1462,10.8470,11.1570
1.6310,-0.4335,10.1160,0.9877,9.5403,-2.5999
0.5461,1.3360,-1.0975,9.8225,-1.5962,0.0866
12.0030,0.6699,-2.0740,9.9481,7.9563,10.7380
11.4460,9.0297,-2.7288,-0.4697,7.1463,9.6917
0.2629,8.0304,-3.5385,0.5686,8.7166,0.4753
-1.1633,-0.1675,0.1813,-3.5073,-1.5753,9.3568
-3.5582,0.6327,-0.1945,-3.0243,-2.5972,1.8678
10.2800,8.6284,7.0993,10.0940,10.4270,5.5828
10.2100,-1.1531,-0.2654,9.2513,10.5340,11.2220
-0.6797,11.3330,3.2300,1.4412,9.2323,7.8320
10.6870,2.1765,1.4960,9.0605,9.6434,0.9105
2.4209,-3.3833,-1.0567,9.4378,-0.8690,3.0504
0.4579,0.0660,10.4740,-1.1483,-1.3020,12.4240
8.5466,0.0877,8.8733,-3.0010,0.1617,7.9233
11.8950,11.8000,-2.3196,9.3838,0.8498,-1.2817
-0.9258,9.8021,10.6800,-0.5511,-1.0964,0.5933
0.6541,-0.3246,11.3960,2.1868,-0.2701,0.2340
9.1465,-1.7570,11.7970,6.9175,11.9870,1.1893
0.1919,-4.8396,-2.6432,0.8984,-0.9728,10.1790
-0.9713,-0.0759,8.7966,10.3390,9.1664,11.0040
9.7839,-0.0972,1.8880,1.7878,-2.6161,-0.3934
-2.9045,9.3475,11.2130,9.3838,10.0560,3.0299
9.2768,-0.4256,2.0762,1.3062,11.5550,7.0202
-1.4544,9.6319,7.6311,-1.7801,13.0730,9.1198
8.7826,-0.9493,12.1230,2.7859,9.4359,0.8920
11.6240,10.4450,0.4270,9.2359,0.0984,-0.3588
-1.3878,10.6700,9.5890,10.8270,-2.0072,-0.5292
13.1830,9.4658,-0.0419,-2.4911,-2.9259,10.3300
8.9313,-1.1173,-0.3736,11.2830,-0.6560,2.0388
11.0230,-1.8925,1.6224,-0.8844,11.3820,-0.4889
0.8503,-2.7090,-0.1848,-0.2370,8.9885,0.9624
0.6858,0.0806,0.6790,8.1037,-2.5600,1.6052
1.1035,8.0024,8.7836,-0.5762,9.0434,1.1492
10.2420,1.3474,0.3393,11.0390,7.8439,11.7810
1.2394,0.8951,9.7409,8.6538,8.4307,-0.2785
10.3610,9.8109,1.0357,-2.6204,11.2220,-0.8724
11.5500,8.1254,12.6850,-0.3550,-0.7191,9.7791
0.7781,9.0679,9.3787,-1.0365,8.6800,0.0250
9.8761,-1.5551,-0.0909,-0.0316,2.1336,11.6370
1.6079,8.8554,0.1451,9.4098,-1.8380,-1.0692
4.0589,-3.2556,10.0720,11.1240,-0.9098,0.4792
-0.1263,9.6892,12.3040,0.8860,8.3148,-2.0528
-0.7167,0.9096,0.7778,1.7634,0.0003,-1.6368
0.2096,-0.7798,0.3600,1.3912,-0.9495,7.1395
-1.8326,-2.7685,8.3828,7.9509,1.4049,9.8209
7.8420,-3.5001,10.1120,1.4114,0.1083,-2.4988
-0.3752,2.7366,-1.1436,8.3105,10.0130,7.0408
-0.6741,10.3230,2.3489,9.2657,1.8813,11.9630
-1.1406,7.9563,9.5443,-1.6981,12.5150,12.3670
-0.3839,1.1840,2.1999,0.7336,8.7154,11.6930
9.8109,0.2950,10.2520,0.4794,-0.2797,8.5089
-1.7974,11.6230,9.5295,-0.4509,3.2748,-1.7218
-3.3628,11.8740,6.8673,9.7633,-1.3006,1.9373
13.6750,13.3940,-3.0968,0.8324,-1.4673,0.2466
10.3970,10.7660,0.4519,-0.7605,2.7772,9.1915
-0.2586,10.2280,9.8209,9.8495,-1.8499,-0.4613
12.6040,11.2240,9.9621,11.0200,9.7623,9.7649
5.8497,10.2920,10.0790,8.0075,13.0640,2.7360
0.8173,9.2035,8.7495,6.8505,10.0330,2.6128
-2.7192,0.9095,0.0929,6.1591,-2.1659,-0.8668
-0.2059,11.3680,-0.2538,10.8160,11.0830,12.4260
8.4022,9.3362,10.6900,9.1875,6.7438,10.3070
1.8218,-0.5525,2.2573,11.0840,13.6980,8.8087
9.9151,-0.1840,1.3929,11.3800,-0.7622,-0.0958
9.4108,10.6330,-0.0773,-0.9087,10.4580,10.5140
7.5944,8.0740,0.6227,-1.5048,10.7390,0.2652
0.2813,12.5010,-0.2097,11.0220,11.4940,10.3820
2.1133,10.0710,10.5710,-1.0095,1.3807,-2.0565
-0.4589,3.1836,13.2310,0.3778,9.8320,-0.7921
10.1840,9.8620,-0.6178,0.3293,-1.0345,11.4740
9.2470,12.9490,11.5320,-0.9195,10.1320,8.1265
10.5940,2.4293,2.7698,11.4220,8.2320,-0.3037
8.8801,10.8400,0.0085,-4.0074,0.1451,1.5216
-0.4400,6.9930,0.2429,-1.4497,1.1191,10.9300
9.9095,1.4216,2.2017,-0.7595,-1.6528,9.4231
-0.7783,10.3910,1.1167,-1.8264,0.0020,-0.6243
10.0510,-0.1573,-3.0067,-1.6779,-0.4622,9.3238
14.1040,8.8408,-2.7233,1.8913,0.0404,13.4070
-0.7623,12.5890,-0.8670,8.1114,-1.3031,9.8650
-1.2625,-2.8531,12.1330,9.6818,-1.5121,12.1820
8.4598,10.3320,-1.2504,1.0145,11.6140,0.7728
8.2119,6.7229,9.5266,1.6516,6.6322,11.7570
-3.3748,0.8107,11.1580,9.5276,7.5277,2.1529
-1.4920,10.2260,10.7230,-1.1251,9.3371,0.7308
2.2432,1.8331,-0.1963,0.5230,1.4829,8.9011
9.9311,6.6577,10.0970,7.8914,10.6810,-2.9802
-2.3958,-0.9087,4.3647,9.5197,-1.8376,10.3920
-0.8753,11.9910,9.5059,-0.4180,12.0390,10.4630
1.0057,-1.5172,-0.5169,9.1858,8.6857,2.9780
-2.3473,1.1823,9.8640,9.7579,11.9190,12.1700
9.6886,11.4650,8.2177,10.0770,-3.6738,8.9477
0.0021,8.2451,9.8316,-3.0163,9.8529,0.2146
-0.1838,11.1830,1.1777,0.3755,8.8511,9.1672
10.1920,2.7982,-2.2271,9.1862,10.2480,6.2525
9.7893,9.0344,2.6533,0.3164,9.5766,12.7640
-2.9831,1.2538,1.3221,10.0940,12.4610,9.2599
12.2370,10.4930,2.8761,7.4332,-0.5863,-1.0129
0.5900,0.2250,2.3888,0.8319,-3.5869,9.4494
0.8675,9.3567,1.6880,11.5170,-0.1944,8.6556
9.9434,10.6430,9.3248,2.2588,1.1417,2.3182
12.1280,10.6740,9.0207,11.7340,-0.5262,9.7643
11.1590,0.6334,7.3763,-0.6335,-2.3483,8.3683
1.8362,0.3474,9.6808,8.7980,8.1720,4.0482
8.7351,10.4780,1.4082,12.5850,9.4559,9.8144
11.0260,2.1480,9.2945,0.9021,9.7057,10.6380
13.4180,-2.8837,-2.3676,11.2730,-0.8562,1.8077
3.7812,-0.8820,2.6402,2.2451,0.1534,-1.0054
12.9880,0.8956,1.2694,-0.2649,8.5788,11.7350
2.4489,7.9398,9.3218,-1.7488,-0.6270,-1.9481
-0.4631,9.0635,-3.0481,9.0012,-3.7436,9.4500
-2.1580,11.1880,0.4480,8.8033,0.5456,6.8607
9.3944,-0.1005,6.4690,-1.1529,0.5537,10.5610
-0.8354,-0.7880,9.5214,9.3397,-2.1304,10.0460
0.6448,0.3560,12.0540,2.0744,9.6269,10.3360
1.0336,9.4987,11.5940,11.6010,8.5702,0.1321
0.0663,10.2330,-0.6634,10.1660,-1.1146,0.9759
-1.3726,9.9584,11.8230,9.7793,1.1653,0.9719
10.1730,-0.0824,11.4730,0.7571,11.2770,10.1360
1.0726,11.0080,0.5530,-0.9606,9.0413,7.8429
0.0980,9.0199,8.3912,10.2930,-0.8756,-2.5871
9.4917,-2.8857,1.6111,11.7790,10.0100,-0.8271
0.9491,10.5430,-5.1618,0.1464,11.4270,-1.1873
10.9040,11.8770,10.0700,14.2910,-2.6599,11.8740
12.7900,-1.5377,-1.2932,8.7662,2.3789,2.3399
1.1111,1.2687,12.9640,9.7674,1.4693,-0.0008
-2.6043,11.7930,2.6147,8.8473,-1.1327,7.1537
11.6090,0.8892,-1.7438,-0.0407,9.6043,1.2151
9.8024,9.8651,10.1580,1.4360,0.3367,10.5950
-0.8157,9.9359,8.2926,1.1334,0.1555,8.4392
13.8520,-0.5276,10.6900,11.3530,1.5529,11.9550
10.8310,10.7830,8.9819,9.7459,12.8590,9.4216
0.0144,8.2535,0.1423,0.1656,9.4328,10.1500
-0.7544,0.5703,0.1495,-1.2253,-1.8857,-0.3449
11.1760,9.9947,-0.8797,8.2437,11.5000,-1.0062
12.0830,8.1956,-3.4212,11.3280,10.1210,3.4306
11.1580,13.0630,11.0100,-0.9911,2.6546,11.1740
0.4378,10.0380,9.3249,11.0990,9.1649,2.3443
12.2100,1.4468,-1.0316,-0.5525,-0.2848,0.4428
-0.0207,1.4413,0.9273,9.9690,10.1240,-1.2502
-1.7567,-1.1886,3.3960,11.3800,8.6022,-2.3570
10.5020,1.3945,10.3620,-1.8443,8.2997,-0.8064
8.1795,7.6892,1.1442,2.1664,-2.4321,10.3510
-0.5551,1.6774,-1.2108,-2.8734,11.7160,9.5354
7.5072,12.4510,1.1024,-1.9205,9.7631,1.1376
11.2630,10.4390,-1.3804,9.5863,12.0410,9.1448
0.2248,2.0251,1.9632,9.2232,11.7090,0.4937
1.7438,-0.1783,10.0360,-0.2173,9.4199,11.9110
-0.6618,0.9408,10.2350,12.7520,11.2840,1.4031
9.8562,11.1000,-0.4990,10.0050,7.9899,1.6741
12.4570,10.4500,-0.1908,10.2900,10.7540,9.7880
10.0850,0.6016,12.2580,2.5791,10.3760,10.1160
-1.4662,-3.2305,9.4270,0.5254,10.4380,9.2535
-1.3155,7.2912,-3.4103,-0.6190,1.4333,-2.7386
11.4000,12.2710,9.9587,3.1156,8.6815,-0.3984
2.1857,-0.5726,8.9127,11.5160,3.1218,0.3543
0.8806,11.7580,13.2310,10.8480,-1.5941,1.0100
0.9238,2.2780,10.5540,10.6250,11.7940,9.9778
11.6610,12.6590,9.2856,-0.6124,2.5913,0.9227
10.5370,11.4300,8.6709,1.6259,-0.7215,1.2058
2.8986,1.6561,9.5066,11.2590,-0.4591,8.7751
8.7531,10.7240,7.9646,11.9690,-0.1605,-0.6642
11.6170,8.6213,10.1780,10.4160,-0.3776,2.3249
-1.4167,0.5346,11.0290,-0.5073,10.6550,9.3303
0.2100,-1.6145,7.5507,-1.7275,6.8900,-0.9007
0.3625,11.2130,7.8643,1.0393,-0.8919,0.9286
9.1742,-0.4098,9.2042,-0.5785,9.4006,7.6895
8.6800,1.1339,9.7342,-1.1209,-0.9126,-1.1730
9.0825,10.8830,0.5450,0.5427,1.5640,10.2720
9.3071,11.9290,-0.0480,-1.1590,8.2344,9.6043
3.0606,0.6809,1.3847,2.2447,12.6830,-2.2777
10.5040,8.4223,8.8032,0.3759,2.6376,8.3170
-1.0179,12.2680,12.0040,0.8821,-2.3116,1.6978
8.7035,9.6400,9.1552,9.6870,0.3005,-2.3042
-0.0626,9.5882,0.0993,2.2581,1.0235,13.3350
1.2540,10.6880,10.4780,-0.1073,2.2567,-2.0633
-0.7892,0.0935,8.6247,0.1163,1.2514,10.4270
-1.3225,9.9891,0.9599,9.3299,3.0656,1.4293
1.7041,1.3171,9.9448,0.6439,2.5844,13.1190
11.8100,-0.9846,9.3327,7.3248,-2.4155,11.0690
0.1817,0.8510,3.3870,0.7768,10.4470,-0.8621
1.2084,9.7478,10.1440,10.5150,1.5662,-0.4154
8.7067,0.6180,1.8653,-0.9066,-2.6207,-0.6343
10.2090,1.5445,9.3127,0.4876,8.6128,11.7720
11.1240,10.7560,11.0210,-3.3543,2.0660,10.6950
11.3920,-1.4166,1.8349,10.1370,1.0009,10.5360
10.1840,1.6337,10.0560,-1.4686,0.3689,-0.6663
12.0760,11.7200,-2.4250,-1.6379,-0.2847,-2.3685
10.5110,-2.3728,0.0712,10.2200,0.2221,-3.3331
11.0560,11.8030,9.3755,10.4350,1.4932,0.9195
0.7255,9.6055,10.4960,3.3107,-3.3039,-0.6439
6.3832,2.3770,1.2388,11.4770,9.8393,0.4393
0.7202,1.9728,10.9360,-1.2483,0.5349,-0.4547
9.0092,-1.0044,2.4556,-0.4634,0.1348,6.9221
11.5420,9.5500,12.3280,1.2524,-1.7783,10.1060
8.2924,7.8555,1.2719,2.6589,1.7778,1.6327
8.8712,10.5210,2.1828,8.2658,11.0750,8.9928
-0.6531,-0.1545,2.5099,3.2229,11.8840,-1.2030
10.2280,9.8628,-1.3578,-0.2818,10.8140,11.0250
11.6790,10.7350,1.3834,10.4220,9.8622,7.9539
9.0451,-1.2722,11.1110,8.5786,11.9120,-0.5590
0.1255,0.6316,2.7188,1.0898,10.8020,10.8320
7.0306,8.1744,-3.0035,9.5220,-2.4504,7.1576
8.9212,1.8400,-0.1228,-2.1100,8.6518,0.1589
1.4116,-0.3243,9.1760,8.4316,8.4310,11.3180
10.9730,11.0730,0.6955,1.4899,11.0820,7.8664
11.3450,1.2153,8.8677,9.1682,9.2742,11.4060
10.7430,6.8939,8.0319,-2.7068,8.7971,-1.1939
9.9072,9.2189,-3.8352,-0.6763,-1.1769,9.8111
0.6833,-0.2667,0.1133,-0.6039,9.9697,-0.2896
8.5444,-0.8357,1.3501,11.3370,11.1130,-0.6105
-1.6484,6.4574,-0.4853,6.4020,7.3952,0.5646
0.8918,10.7790,1.5679,9.0062,-0.4765,-0.1734
10.6560,-0.4008,1.2035,1.4921,9.7172,-2.4926
10.3160,-0.3369,12.0730,8.1164,1.2424,5.0522
-0.2181,0.5038,-0.7407,11.8880,12.9940,1.3720
0.4426,0.7883,11.2330,1.4760,6.9375,10.0610
0.6059,-2.3935,-0.5346,-2.2569,-1.1217,10.2350
11.9270,10.6830,1.1515,1.4325,0.6745,9.1398
10.9410,-0.1927,3.8817,11.8470,10.1550,9.5252
7.0849,9.1658,7.7394,11.3220,7.9480,0.0652
10.4050,-1.4194,10.9830,2.0432,11.8130,11.0950
2.9784,8.0904,9.8006,-0.5987,10.0570,13.2310
1.0852,1.1896,12.1320,2.2036,-0.6410,8.8893
0.3519,7.8054,-2.0255,0.8345,11.0650,8.7525
-0.4220,1.8941,2.2525,0.2801,12.5530,9.1119
7.3084,-0.7971,-1.1537,-1.9627,4.8291,12.3210
7.5675,2.0774,0.7892,9.9057,2.8916,-1.9571
-1.5398,-0.4108,7.8842,8.4945,0.5587,-1.8679
10.8540,0.7579,1.2791,3.0180,8.6167,1.9334
0.6336,12.4140,3.0040,8.9117,8.2477,8.4104
2.0651,7.7626,1.4135,11.4650,9.3399,-1.4331
12.3510,12.8260,9.1865,8.3622,8.7232,1.8119
-0.6548,10.3690,0.6670,8.8746,0.0371,11.3430
3.1084,9.2152,9.7859,7.5811,9.4460,7.8536
-4.1618,0.9415,12.0040,-0.8265,10.4260,10.4270
12.2920,0.5147,-5.0696,12.8050,1.9287,8.3794
10.1230,10.4670,-1.3551,1.5990,-0.1290,3.2916
13.2120,10.7970,-0.4913,9.6869,-1.2861,0.1819
1.9989,9.8563,2.6696,-0.9909,0.9128,10.4560
10.3450,-0.4493,-1.9185,10.1750,0.8516,-0.0113
-1.7836,10.0490,11.0840,8.7490,10.2430,1.1761
-0.2289,1.8141,0.6967,10.7950,7.2724,11.6850
9.0325,10.4510,1.6507,-1.2276,-0.4982,9.7752
9.0849,-2.1662,9.6783,-1.1824,8.8368,-2.8033
13.5820,9.8167,1.0320,13.3070,10.4680,8.3269
-1.8890,-0.2357,0.4722,10.3900,0.7875,1.4285
10.4810,-0.0028,9.2119,-1.6177,1.7528,9.5382
10.8620,-2.2917,11.5180,0.1680,2.2972,8.4983
10.6020,1.8177,9.2751,1.8738,-1.0609,7.7896
9.9027,8.9198,0.4681,10.4290,12.0440,0.1888
10.0910,8.8210,-3.4404,12.8980,10.4880,-0.6544
-1.0521,-3.1424,11.2370,0.2179,8.5800,-0.8973
12.7400,0.0025,1.7847,0.1532,9.4242,10.0350
0.5178,0.6089,-0.2136,11.1190,9.3911,11.2410
-1.1453,10.5500,-0.6503,10.1610,7.7719,10.8280
9.9739,0.5839,0.9038,0.8973,0.8146,8.2866
9.2305,0.1393,-2.1777,10.9840,11.2280,0.7142
2.8889,-1.7087,-0.1996,10.2840,9.2975,9.7333
8.0243,-1.1014,11.9310,0.9817,0.7720,-1.5670
11.9580,9.9518,9.3075,11.2980,8.3081,8.9093
10.3480,9.2302,2.7499,-1.0385,-3.5760,-0.0785
-0.4486,11.1850,10.1640,-0.7259,1.2848,-0.9517
8.5706,-0.5075,11.6080,10.6570,-0.5679,-1.6213
-0.9486,-1.8492,11.7590,9.8908,11.0550,-0.2622
-3.2155,11.2970,0.1602,1.1767,0.5210,8.0604
-3.5404,9.6907,12.9430,0.7628,8.0677,0.1685
0.2026,11.3460,10.9930,8.4631,1.0074,-0.9024
11.8560,11.8720,0.0308,1.3508,11.8160,8.0886
10.2940,9.2920,0.0126,2.3595,11.8270,10.6860
-0.7538,10.2960,10.6240,8.9783,-0.4267,-1.3710
14.2700,8.2044,10.9390,9.7153,1.6406,11.8670
7.2915,0.2939,0.5446,-2.4739,11.7150,10.2220
9.7121,0.9726,-0.6719,10.9350,8.8690,-1.4821
0.3746,9.4637,8.0388,9.1997,1.3034,6.2615
2.4268,10.5920,10.9120,11.8110,11.7020,9.4768
8.8390,0.7568,12.2690,0.6767,1.4052,0.0649
12.6580,9.6432,-0.6407,-0.1827,9.0491,-2.6167
12.8540,-3.6912,9.6767,10.4680,10.7060,1.0292
9.6191,0.8227,11.1350,3.2968,9.9328,10.2260
8.8572,0.3652,-1.6807,-2.2362,-2.2514,0.5743
-0.5691,9.1149,0.3313,-1.6030,8.2885,-1.7491
1.7252,9.0297,-2.2497,12.1850,7.7424,2.4642
9.8549,1.2314,0.9553,0.0756,13.1360,-1.7533
-1.1910,-1.8461,10.3770,-2.4529,1.3889,-0.0706
9.2670,-0.8409,2.2661,-1.4781,11.7720,0.5913
9.1555,11.3520,-1.1313,7.5993,-1.4577,12.6080
3.4074,-1.2300,8.0657,9.9300,11.0270,9.0675
11.6650,-1.3518,8.7499,8.7653,0.4542,10.3610
-0.2978,3.1484,12.1360,0.4730,10.4210,1.1992
-1.2630,-0.3047,14.4810,10.1870,1.1293,-0.7562
-0.2710,13.2380,-0.9827,11.0290,-1.3006,10.1730
1.6491,1.4803,11.0000,-0.0904,0.9640,1.7036
0.6747,-0.7688,0.4473,8.5546,1.9341,-0.0394
-0.0384,5.7484,2.3843,-2.0945,2.0450,10.3900
9.9305,12.9220,2.7667,10.4760,1.8697,13.1370
-1.3192,10.4590,12.2880,0.6118,11.8460,9.5404
2.5037,1.6421,0.6341,11.2730,11.5990,-1.0317
9.1541,-1.4884,10.9700,9.0105,10.5760,12.3600
11.1310,-0.1178,10.7710,10.1990,0.2227,8.6682
0.1173,0.2473,9.2684,0.8582,8.4787,0.3561
8.7538,11.1260,-2.0620,12.0190,-1.0473,0.6657
9.4482,0.3662,9.4510,-3.9383,8.9209,9.4761
1.1429,-3.9311,1.1246,-0.4939,-2.3289,11.1720
12.3890,8.4955,-2.7961,-3.0549,9.3026,8.4857
10.7250,1.8858,9.3293,-2.1599,-0.9238,11.2330
10.2110,3.1977,16.6380,8.5748,8.6343,-0.9881
-0.9560,12.4950,8.9920,8.9585,-0.0022,9.2337
7.4742,-1.9066,10.5360,10.1090,0.7164,0.7327
7.6810,10.6220,0.0770,1.3548,11.9310,9.8857
11.2200,7.8844,8.6933,8.4743,8.8971,12.0440
0.8394,12.2820,11.4110,12.2690,10.0580,0.8475
11.9420,0.5745,-0.4590,-0.8447,-0.8770,-1.0277
9.1722,12.1330,-2.0139,10.6970,9.8654,0.3785
-2.2127,-0.5527,11.0070,7.5503,2.5423,2.1762
10.1130,2.0523,0.6858,0.6551,0.7106,1.1291
0.5927,0.2878,-0.3337,0.5499,11.1120,0.3918
8.5699,11.7180,10.0860,0.5577,-1.0954,9.6096
1.6491,2.4549,12.7660,-2.6347,11.4420,10.5650
-0.9780,7.5894,2.1075,1.4183,-0.4630,2.0657
0.3880,11.5390,11.5510,-0.5093,11.0360,10.0360
10.6060,0.0191,11.0540,-1.3997,0.6076,1.5473
1.8389,10.4490,11.1960,0.1469,9.3452,11.5340
10.9920,-0.4670,7.2040,0.3733,7.2665,-0.6767
0.7526,9.7585,-1.4445,0.7420,7.4325,-1.8503
8.3328,9.4851,7.9609,-0.3921,-2.8347,2.0128
10.0600,8.7529,2.5203,11.2390,10.5540,11.3660
0.5880,11.4110,-0.5443,0.7278,0.1972,9.6003
9.5053,0.2761,11.4490,-1.3274,2.0305,-2.5348
2.1111,1.9422,-0.5671,8.7786,9.3851,9.5187
9.3724,8.4323,-0.5111,-0.8115,2.8707,-2.3253
-0.6982,0.6731,0.1750,0.1553,-0.1004,7.0831
7.4080,8.6110,3.1996,-1.0347,9.5966,1.8869
10.2880,0.7528,9.9893,-3.0221,-1.0884,1.5924
0.7865,1.4680,6.6259,-3.0994,9.5130,9.8749
9.5975,8.3773,8.5400,9.3318,-0.2718,2.8780
8.4092,1.5553,7.9331,-2.0436,13.2950,-0.9700
-0.1405,0.8508,11.0340,7.6760,0.2173,0.5210
-0.2390,11.0720,8.9315,1.0571,10.2050,9.1621
9.2568,10.7590,0.1878,-1.2783,10.1890,1.2660
10.3070,8.2439,10.0580,0.2825,9.9168,2.2600
-1.4758,1.9332,-0.8890,11.1360,10.1120,9.7129
-3.2343,6.2487,-0.4628,1.3078,-0.3191,11.1090
0.5532,-0.5177,1.1043,-3.4810,-0.9073,0.4760
8.2922,7.9250,-0.3417,12.1890,-1.7090,0.5185
-1.0731,-0.9406,10.3230,0.7636,11.4510,9.6532
1.1471,-1.5457,0.6336,11.7340,8.9172,9.8638
-3.3961,-0.5189,10.1920,2.2505,9.0656,10.7520
11.0070,-2.1650,2.3206,1.9932,-0.8548,-1.6248
-1.1731,1.3362,1.4227,10.1280,11.4030,8.1709
0.7930,9.6572,13.1700,0.2690,7.2487,1.8920
1.3374,12.4360,11.8160,9.1951,1.5065,0.2751
2.4284,-0.1550,11.4330,-1.0183,-1.6851,5.4053
-0.0337,9.6513,-2.0631,-0.2157,9.5638,-1.1869
1.5073,-2.3971,9.4486,0.3047,0.0462,12.0040
1.6014,-0.7382,-0.0561,8.5431,0.4684,11.3800
8.4380,12.5170,1.3634,13.8690,-3.2183,0.8546
3.0345,9.2573,8.9968,10.9340,11.5870,9.7661
10.7670,10.1850,1.1347,2.0512,-0.6989,11.9830
0.8900,10.8990,-4.0289,-2.6695,2.9811,10.7020
1.2739,-0.2216,8.5336,10.9670,-2.5164,9.4754
8.5976,8.7406,8.1231,-2.9240,2.8026,0.9098
-1.0122,3.8772,0.9318,-0.8917,-0.1096,10.4260
-1.1272,12.1590,11.3930,0.0197,-0.7402,7.8562
-1.3551,1.9832,9.4056,10.2930,0.5357,-1.0287
2.1590,-0.1909,0.1498,-0.2190,12.4040,9.2911
11.1060,-2.3103,10.6920,10.8600,12.1220,11.8410
-1.0069,8.8398,0.6087,0.1933,1.2727,0.5720
8.7344,10.3270,2.5494,-2.5670,0.8446,2.2332
8.2805,11.1090,-0.7164,8.7159,10.5940,-0.5317
-2.0957,-0.7780,11.6280,-1.5094,9.8284,1.3002
-3.0123,10.3180,-3.1890,0.9459,9.8691,9.6764
-0.9327,-1.5733,-0.9345,12.5500,11.1180,1.1135
2.7499,-1.3857,9.7057,9.8270,0.0293,9.1625
0.8841,-4.0904,6.4842,1.6204,-0.8153,7.5155
0.1811,8.9395,8.2135,-1.1059,0.3169,-3.5429
10.0620,-0.3922,7.7128,0.5657,0.1212,11.4250
-0.9489,-4.8939,9.3533,7.7125,-2.9049,1.3598
2.7067,9.1846,1.6864,9.3064,11.6110,1.7018
1.1885,-0.3856,-3.4196,9.7297,0.1706,-0.6676
